HOLE:	U1513A
EXPEDITION:	369
TOP:	0.0620
BOTTOM:	292.9748
DEPTH_WMSF	TENS	CS	ETIM
m	lbf	ft/h	s
74.7380	4280.387	1796.197	1136.757
74.8904	4347.605	1803	1137.793
75.0428	4416.089	1802.121	1138.841
75.1952	4405.852	1801.885	1139.886
75.3476	4384.806	1802.11	1140.934
75.5000	4428.643	1800.104	1141.981
75.6524	4464.173	1799	1143.022
75.8048	4478.194	1799.454	1144.051
75.9572	4410.454	1803.661	1145.09
76.1096	4360.793	1813.057	1146.136
76.2620	4368.691	1808.383	1147.189
76.4144	4340.857	1796.465	1148.229
76.5668	4320	1793.719	1149.263
76.7192	4356.314	1805.092	1150.309
76.8716	4453.448	1823.897	1151.364
77.0240	4530.315	1819.32	1152.418
77.1764	4487.93	1807.681	1153.466
77.3288	4394.056	1800.583	1154.506
77.4812	4378.021	1799.459	1155.546
77.6336	4349.05	1800.022	1156.577
77.7860	4308.362	1797.524	1157.607
77.9384	4311.559	1797.484	1158.653
78.0908	4344.301	1799	1159.709
78.2432	4392.504	1800.501	1160.766
78.3956	4355.652	1797.466	1161.806
78.5480	4329.28	1796.552	1162.845
78.7004	4407.081	1802.547	1163.899
78.8528	4431.787	1802.955	1164.953
79.0052	4368.561	1797.911	1166
79.1576	4298.594	1793.963	1167.048
79.3100	4263.566	1794.044	1168.104
79.4624	4239.325	1789.76	1169.141
79.6148	4211.792	1785	1170.172
79.7672	4250.37	1789.237	1171.221
79.9196	4436.232	1800.998	1172.268
80.0720	4608.339	1823.542	1173.315
80.2244	4604.053	1827.302	1174.369
80.3768	4522.432	1817.917	1175.424
80.5292	4439.997	1810.468	1176.477
80.6816	4460.346	1805.547	1177.525
80.8340	4419.565	1801.601	1178.567
80.9864	4336.93	1798	1179.596
81.1388	4353.625	1798	1180.627
81.2912	4429.417	1809.755	1181.665
81.4436	4475.247	1813.383	1182.704
81.5960	4444.817	1807.306	1183.734
81.7484	4372.271	1799.182	1184.766
81.9008	4356.584	1796.287	1185.805
82.0532	4287.118	1795.132	1186.833
82.2056	4208.455	1791.849	1187.864
82.3580	4176.144	1785.786	1188.904
82.5104	4164.498	1783.749	1189.934
82.6628	4198.035	1783.829	1190.956
82.8152	4282.379	1790.65	1191.978
82.9676	4450.135	1804.276	1192.99
83.1200	4604.909	1813.564	1193.996
83.2724	4570.722	1816	1194.991
83.4248	4469.781	1815.4	1195.998
83.5772	4349.124	1805.349	1197.002
83.7296	4247.593	1795.365	1198
83.8820	4176.169	1785.086	1199.004
84.0344	4138.83	1783.668	1200.02
84.1868	4095.526	1779.242	1201.032
84.3392	4190.639	1783.651	1202.049
84.4916	4309.991	1794.594	1203.062
84.6440	4399.062	1805.477	1204.064
84.7964	4520.436	1816.255	1205.068
84.9488	4503.693	1814.339	1206.085
85.1012	4443.756	1812.265	1207.097
85.2536	4315.573	1796.458	1208.104
85.4060	4179.486	1777.434	1209.108
85.5584	4207.858	1761.757	1210.112
85.7108	4180.981	1753.425	1211.118
85.8632	4146.942	1755.884	1212.134
86.0156	4242.882	1757.35	1213.144
86.1680	4429.151	1766.141	1214.149
86.3204	4651.75	1774.933	1215.144
86.4728	4666.47	1784.902	1216.145
86.6252	4556.986	1795.61	1217.148
86.7776	4510.032	1791.032	1218.156
86.9300	4426.554	1781.659	1219.174
87.0824	4282.963	1767.59	1220.186
87.2348	4112.754	1746.505	1221.201
87.3872	4059.054	1744.405	1222.198
87.5396	4060.321	1748.358	1223.197
87.6920	4155.526	1827.468	1224.188
87.8444	4220.578	1813.242	1225.191
87.9968	4351.651	1780.378	1226.197
88.1492	4393.203	1774.62	1227.202
88.3016	4337.071	1767.065	1228.22
88.4540	4265.51	1759.818	1229.231
88.6064	4223.015	1759.399	1230.248
88.7588	4173.249	1762.81	1231.257
88.9112	4160.936	1768.935	1232.261
89.0636	4158.043	1764.626	1233.254
89.2160	4251.376	1762.712	1234.254
89.3684	4201.439	1761.572	1235.26
89.5208	4199.714	1757.413	1236.267
89.6732	4146.063	1756.72	1237.261
89.8256	4201.687	1766.398	1238.263
89.9780	4266.364	1773.627	1239.279
90.1304	4290.655	1772.815	1240.301
90.2828	4295	1772	1241.311
90.4352	4242.035	1766.115	1242.316
90.5876	4197.21	1764	1243.319
90.7400	4190.219	1755.865	1244.329
90.8924	4148.64	1751.514	1245.334
91.0448	4055.591	1751	1246.341
91.1972	4118.291	1757.003	1247.359
91.3496	4203.701	1767.28	1248.367
91.5020	4226.528	1766.227	1249.371
91.6544	4207.537	1758.179	1250.389
91.8068	4178.917	1756.761	1251.399
91.9592	4249.146	1759.292	1252.407
92.1116	4354.305	1763.835	1253.424
92.2640	4335.146	1764.231	1254.433
92.4164	4328.953	1763.227	1255.437
92.5688	4216.31	1758.35	1256.455
92.7212	4075.614	1749.218	1257.463
92.8736	4016.075	1745.437	1258.457
93.0260	3956.953	1746.571	1259.46
93.1784	4041.457	1750.151	1260.452
93.3308	4202.237	1769.951	1261.452
93.4832	4335.523	1778.172	1262.458
93.6356	4314.009	1769.443	1263.45
93.7880	4243.597	1763.8	1264.476
93.9404	4165.716	1757.393	1265.476
94.0928	4137.136	1756	1266.479
94.2452	4062.932	1751.962	1267.494
94.3976	3966.505	1752.622	1268.492
94.5500	3930.104	1750.56	1269.495
94.7024	3768.369	1739.382	1270.486
94.8548	3715.801	1725.534	1271.489
95.0072	3591.944	1731.223	1272.495
95.1596	3708.053	1736.304	1273.501
95.3120	3815.845	1735.344	1274.52
95.4644	3921.797	1739.989	1275.543
95.6168	3924.16	1741	1276.54
95.7692	3964.525	1743.511	1277.544
95.9216	3900.824	1746.518	1278.545
96.0740	3876.046	1742.787	1279.549
96.2264	3814.768	1736.923	1280.555
96.3788	3781.906	1737.699	1281.562
96.5312	3732.067	1744.805	1282.565
96.6836	3700.096	1742.585	1283.572
96.8360	3760.297	1742.857	1284.578
96.9884	3903.576	1743.861	1285.584
97.1408	3909.439	1743.135	1286.589
97.2932	3942.533	1742.133	1287.593
97.4456	3891.539	1742	1288.597
97.5980	3940.553	1744.616	1289.592
97.7504	3983.148	1755.507	1290.597
97.9028	3944.989	1751.733	1291.598
98.0552	3917.852	1751	1292.618
98.2076	3843.45	1743.05	1293.624
98.3600	3804.738	1740.227	1294.641
98.5124	3500.558	1726.667	1295.651
98.6648	3398.755	1713.4	1296.644
98.8172	3182.261	1708.417	1297.647
98.9696	3434.135	1710.698	1298.668
99.1220	3597.535	1729.032	1299.676
99.2744	3774.643	1738.229	1300.68
99.4268	3801.07	1739	1301.686
99.5792	3924.93	1753.569	1302.691
99.7316	3846.497	1758.657	1303.714
99.8840	3848.063	1756.255	1304.75
100.0364	3736.07	1752.328	1305.79
100.1888	3596.038	1724.349	1306.83
100.3412	3419.371	1721.075	1307.87
100.4936	3402.29	1719.145	1308.877
100.6460	3280.987	1705.968	1309.913
100.7984	3207.626	1700.335	1310.935
100.9508	3157.115	1700.936	1311.973
101.1032	3180.321	1710.4	1312.998
101.2556	3273.383	1424.605	1314.018
101.4080	3264.816	1466.572	1315.058
101.5604	3117.828	1654.139	1316.084
101.7128	2982.536	1648.78	1317.117
101.8652	2955.03	273.4853	1318.155
102.0176	4036.04	253.8355	1319.179
102.1700	4420.144	267.5236	1320.204
102.3224	4192.065	336.4357	1321.239
102.4748	4227.361	621.5598	1322.259
102.6272	4150.605	845.8925	1323.282
102.7796	4038.229	1163.856	1324.306
102.9320	4110.076	1449.903	1325.328
103.0844	4066.006	1474.615	1326.367
103.2368	4081.67	1575.022	1327.405
103.3892	4215.631	1704.736	1328.443
103.5416	4284.071	1715.875	1329.449
103.6940	4143.469	1702.144	1330.488
103.8464	4071.588	1696.05	1331.511
103.9988	3990.382	1697.991	1332.532
104.1512	4000.97	1699.995	1333.57
104.3036	3997.054	1706.006	1334.592
104.4560	4061.339	1713.04	1335.631
104.6084	4362.334	1722.032	1336.638
104.7608	4412.93	1726.99	1337.677
