HOLE:	U1507B
EXPEDITION:	371
TOP:	-0.0336
BOTTOM:	862.3982
DEPTH_WMSF	TENS	CS	ETIM
m	lbf	ft/h	s
74.0328	6028.061	1502.001	6445.788
74.1852	6129.016	1503.999	6444.599
74.3376	6144.996	1503	6443.398
74.4900	6154.998	1503	6442.196
74.6424	6138.074	1501	6440.994
74.7948	6291.027	1500.002	6439.791
74.9472	6322.988	1501.999	6438.588
75.0996	6191.002	1499	6437.4
75.2520	6237.017	1495.999	6436.215
75.4044	6284.975	1493.997	6435.011
75.5568	6250.078	1490.002	6433.794
75.7092	6320.99	1492	6432.592
75.8616	6277.002	1493.001	6431.372
76.0140	6287.929	1498.001	6430.186
76.1664	6169.979	1500.004	6428.983
76.3188	6149.005	1503.999	6427.78
76.4712	6099.002	1504	6426.578
76.6236	6122.034	1501.999	6425.375
76.7760	6192.974	1500.002	6424.171
76.9284	6162.012	1501.999	6422.986
77.0808	6160	1501	6421.8
77.2332	6153.942	1502.001	6420.596
77.3856	5988.101	1505	6419.393
77.5380	6128.039	1504.999	6418.19
77.6904	6163.995	1504	6416.988
77.8428	6180.009	1502.999	6415.801
77.9952	6218.025	1497	6414.6
78.1476	6259.862	1497.001	6413.395
78.3000	6117.038	1498	6412.192
78.4524	6163.002	1498	6410.99
78.6048	6181.006	1500.001	6409.795
78.7572	6193.83	1503.002	6408.601
78.9096	5991.08	1504.999	6407.398
79.0620	6040.999	1509	6406.196
79.2144	6041.022	1510.999	6404.994
79.3668	6106.041	1506.993	6403.807
79.5192	6162.96	1497	6402.623
79.6716	6126.005	1497	6401.436
79.8240	6064.02	1497	6400.217
79.9764	6153.929	1499.002	6399.016
80.1288	6032.924	1502.002	6397.813
80.2812	5954.021	1504	6396.612
80.4336	6056.014	1507	6395.408
80.5860	6197.012	1509.996	6394.204
80.7384	6222.997	1501.995	6393.035
80.8908	6219.001	1496.002	6391.833
81.0432	6301.998	1497	6390.63
81.1956	6200.989	1497	6389.428
81.3480	6169.01	1497.001	6388.223
81.5004	6182.928	1498.002	6387.028
81.6528	6116.01	1500	6385.836
81.8052	6012.997	1503.002	6384.631
81.9576	5999.972	1511.003	6383.412
82.1100	5952.096	1515.995	6382.207
82.2624	6052.972	1511.001	6381.024
82.4148	6112.004	1498	6379.856
82.5672	6159.024	1496	6378.651
82.7196	6211.997	1497.002	6377.449
82.8720	6208.001	1498.999	6376.247
83.0244	6138.002	1505	6375.042
83.1768	5941.022	1505.001	6373.855
83.3292	6006.065	1506.996	6372.653
83.4816	6098.046	1501.997	6371.451
83.6340	6140.993	1499	6370.266
83.7864	6230.983	1501	6369.062
83.9388	6152.976	1502	6367.859
84.0912	6111.934	1501.999	6366.673
84.2436	6042.02	1501	6365.473
84.3960	6198.984	1501	6364.268
